aging_ms,cache_hit_rate,candidate_limit,duration_s,export_error,failed,forced_stop,long_missing_server_record,long_not_admitted,long_wait_lower_bound_max_ms,long_wait_max_ms,no_client_record,output_tokens_per_s,planned,policy,rate,request_retractions,requests_per_s,run,seed,send_lag_p99_ms,sent,server_trace_available,short_successes,short_ttft_p95_ms,short_ttft_p99_ms,status,succeeded,workload
500,0.37404803749267723,64,565.9448113651015,,0,False,201,,,,0,67.85113888998524,300,short-remaining,4.0,,0.5300870225780097,runs/20260911-no-trace-prefix-r4-s2-short-remaining-k64,2,3.8495737474743015,300,False,99,200819.3620260339,227288.06280430872,finished,300,prefix-conflict
