aging_ms,cache_hit_rate,candidate_limit,duration_s,export_error,failed,forced_stop,long_missing_server_record,long_not_admitted,long_wait_lower_bound_max_ms,long_wait_max_ms,no_client_record,output_tokens_per_s,planned,policy,policy_fallback_calls,prefill_total_admission_wall_ms_p99,prefill_total_admission_wall_ms_sum,prefill_total_calls,prefill_total_cpu_ms_p99,prefill_total_cpu_ms_sum,prefill_total_scoring_wall_ms_p99,prefill_total_scoring_wall_ms_sum,prefill_total_wall_ms_p99,prefill_total_wall_ms_sum,priority_admission_wall_ms_p99,priority_admission_wall_ms_sum,priority_calls,priority_cpu_ms_p99,priority_cpu_ms_sum,priority_scoring_wall_ms_p99,priority_scoring_wall_ms_sum,priority_wall_ms_p99,priority_wall_ms_sum,rate,request_retractions,requests_per_s,run,seed,send_lag_p99_ms,sent,server_trace_available,short_successes,short_ttft_p95_ms,short_ttft_p99_ms,status,succeeded,workload
500,0.39981867633726204,0,1055.9963018810377,,0,False,0,0,,431101.18199302815,0,72.72752741955325,600,short-remaining,0,0.192639138549566,227.2600473370403,6532,10.541858700054263,12143.213625998435,8.583992486819625,9143.596273846924,10.550727602094408,12148.986224085093,0.0,0.0,2033,9.73556795998775,10058.953884999042,8.860178273171186,9143.596273846924,9.736056542024018,10062.741158297285,1.0,5,0.5681838079652598,runs/20260911-main-prefix-r1-s2-short-remaining-k0-n600,2,3.717381070140995,600,True,213,4065.48538757488,4669.499450251459,finished,600,prefix-conflict
