aging_ms,cache_hit_rate,candidate_limit,duration_s,export_error,failed,forced_stop,long_missing_server_record,long_not_admitted,long_wait_lower_bound_max_ms,long_wait_max_ms,no_client_record,output_tokens_per_s,planned,policy,policy_fallback_calls,prefill_total_admission_wall_ms_p99,prefill_total_admission_wall_ms_sum,prefill_total_calls,prefill_total_cpu_ms_p99,prefill_total_cpu_ms_sum,prefill_total_scoring_wall_ms_p99,prefill_total_scoring_wall_ms_sum,prefill_total_wall_ms_p99,prefill_total_wall_ms_sum,priority_admission_wall_ms_p99,priority_admission_wall_ms_sum,priority_calls,priority_cpu_ms_p99,priority_cpu_ms_sum,priority_scoring_wall_ms_p99,priority_scoring_wall_ms_sum,priority_wall_ms_p99,priority_wall_ms_sum,rate,request_retractions,requests_per_s,run,seed,send_lag_p99_ms,sent,server_trace_available,short_successes,short_ttft_p95_ms,short_ttft_p99_ms,status,succeeded,workload
500,0.37258347978910367,64,573.2857963650022,,0,False,0,0,,467040.8694448415,0,66.98229791053696,300,dfs-weight,0,0.19732036162167788,165.8439040184021,3576,22.052704749995655,15358.743136999941,15.48330538207665,9859.050953062251,22.053723747376353,15364.285285351798,0.0,0.0,1091,21.685624000022585,14161.909824001172,15.979299973696465,9859.050953062251,21.686553582549095,14165.962151251733,4.0,4,0.52329920242607,runs/dfs-weight-prefix-r4-s2,2,5.693643840202548,300,True,99,538380.0260349642,541826.790085705,finished,300,prefix-conflict
