aging_ms,cache_hit_rate,candidate_limit,duration_s,export_error,failed,forced_stop,long_missing_server_record,long_not_admitted,long_wait_lower_bound_max_ms,long_wait_max_ms,no_client_record,output_tokens_per_s,planned,policy,policy_fallback_calls,prefill_total_admission_wall_ms_p99,prefill_total_admission_wall_ms_sum,prefill_total_calls,prefill_total_cpu_ms_p99,prefill_total_cpu_ms_sum,prefill_total_scoring_wall_ms_p99,prefill_total_scoring_wall_ms_sum,prefill_total_wall_ms_p99,prefill_total_wall_ms_sum,priority_admission_wall_ms_p99,priority_admission_wall_ms_sum,priority_calls,priority_cpu_ms_p99,priority_cpu_ms_sum,priority_scoring_wall_ms_p99,priority_scoring_wall_ms_sum,priority_wall_ms_p99,priority_wall_ms_sum,request_retractions,requests_per_s,run,send_lag_p99_ms,sent,server_trace_available,short_successes,short_ttft_p95_ms,short_ttft_p99_ms,status,succeeded
500.0,0.4,0,5.67213587090373,,0,False,0,0,,,0,91.14732294267615,3,short-remaining,0,0.08778533432632685,0.20538992248475552,3,21.34891247999633,23.749096999992503,0.22529412060976028,0.3920986782759428,21.3673323020339,23.766973987221718,0.0,0.0,3,0.25372372000092014,0.47167299999983925,0.22529412060976028,0.3920986782759428,0.25360352359712124,0.47137588262557983,0,0.528901293671235,/mnt_d/huangxiaoyuan/sglang-scheduler-lab-v1.0/runs/20260914-text-short-remaining,0.693158283829689,3,True,3,63.80959174130112,64.68811750877649,finished,3
